name,x,y,z,stellar_class,mass,temperature,luminosity,absolute_magnitude
Xi Ophiuchi,2.683436,56.528967,3.487836,M5V,0.244,2977,0.001951,13.44
10 Canum Venaticorum,2.683436,56.528967,3.487836,M5V,0.244,2977,0.001951,13.44
BD +68 278,-30.246662,-18.213858,44.365356,M5V,0.244,2977,0.001951,13.44
Rho Coronae Borealis,-37.659185,35.353398,-23.625472,M5V,0.244,2977,0.001951,13.44
Chi Eridani,-15.946931,45.901724,-29.794749,M5V,0.244,2977,0.001951,13.44
39 Serpentis,-8.064943,41.162465,-38.595442,M5V,0.244,2977,0.001951,13.44
Gliese 397.1,-8.064943,41.162465,-38.595443,M3V,0.327,3266,0.008618,11.67
Gliese 293.1,-8.064943,41.162465,-38.595443,M3V,0.327,3266,0.008618,11.67
WISE 0247+3725,13.825382,1.160808,55.38882,M8V,0.121,2544,0.00021,16.11
g Lupi,13.825382,1.160808,55.38882,M5V,0.244,2977,0.001951,13.44
Gliese 649.1,13.825382,1.160808,55.38882,M3V,0.327,3266,0.008618,11.67
G 29-38 (ZZ Piscium),27.136293,-39.691668,30.910495,M5V,0.244,2977,0.001951,13.44
58 Ophiuchi,11.255676,55.819331,5.417745,M5V,0.244,2977,0.001951,13.44
Gliese 241,11.255676,55.819331,5.417745,M3V,0.327,3266,0.008618,11.67
Gliese 3633,-48.412965,-29.151137,8.84511,M3V,0.327,3266,0.008618,11.67
Xi Geminorum (Alzirr),11.255676,55.819332,5.417745,M5V,0.244,2977,0.001951,13.44
VVV BD001,11.255676,55.819332,5.417745,M5V,0.244,2977,0.001951,13.44
HR 7783,53.032207,17.147289,-13.298326,G5V,0.907,5555,0.901599,5.33
59 Virginis,24.184209,-35.430587,-37.987992,M5V,0.244,2977,0.001951,13.44
HR 5384,53.36944,-16.677658,-12.973764,G5V,0.907,5555,0.901599,5.33
Gliese 562,53.36944,-16.677658,-12.973764,M3V,0.327,3266,0.008618,11.67
WISE 0528-3308,53.36944,-16.677658,-12.973764,M8V,0.121,2544,0.00021,16.11
HD 113194,2.025458,23.419498,52.365873,K5V,0.606,4366,0.195887,7.67
HD 1237,14.207888,48.394177,-27.611402,K5V,0.606,4366,0.195887,7.67
Gliese 1066,45.203418,6.738221,-34.892656,M3V,0.327,3266,0.008618,11.67
83 Leonis A,35.851329,11.429168,-43.609819,M5V,0.244,2977,0.001951,13.44
15 Sagittae A,35.851329,11.429168,-43.609819,M5V,0.244,2977,0.001951,13.44
Gliese 819,8.630097,44.758795,35.212664,M3V,0.327,3266,0.008618,11.67
83 Leonis B,8.630097,44.758795,35.212664,M5V,0.244,2977,0.001951,13.44
15 Sagittae B,8.630097,44.758795,35.212664,M5V,0.244,2977,0.001951,13.44
Delta Leonis (Zosma),38.775821,-37.224278,20.978053,M5V,0.244,2977,0.001951,13.44
Gliese 340,38.775821,-37.224278,20.978053,M3V,0.327,3266,0.008618,11.67
WISE 0611-0410,38.775822,-37.224278,20.978053,M8V,0.121,2544,0.00021,16.11
WISE 0138-0322,38.775822,-37.224279,20.978053,M8V,0.121,2544,0.00021,16.11
WISE 1122+2550,36.165814,-16.358723,-41.877394,M8V,0.121,2544,0.00021,16.11
Gliese 626,-57.202673,7.54664,3.426712,M3V,0.327,3266,0.008618,11.67
HR 7644,-57.202673,7.546641,3.426712,G5V,0.907,5555,0.901599,5.33
HD 82443,-57.895978,-0.469534,-0.49528,K5V,0.606,4366,0.195887,7.67
Iota Pavonis,-57.895978,-0.469534,-0.49528,M5V,0.244,2977,0.001951,13.44
HD 35650,-57.895978,-0.469534,-0.49528,K5V,0.606,4366,0.195887,7.67
HR 5356,-37.447619,-35.72638,-26.178265,G5V,0.907,5555,0.901599,5.33
HR 4525,-37.44762,-35.72638,-26.178265,G5V,0.907,5555,0.901599,5.33
Gliese 365,-37.44762,-35.72638,-26.178265,M3V,0.327,3266,0.008618,11.67
V833 Tauri,39.670361,-13.339788,-40.441965,M5V,0.244,2977,0.001951,13.44
HR 2401,39.670361,-13.339788,-40.441965,G5V,0.907,5555,0.901599,5.33
Eta Coronae Borealis B,13.15192,26.188436,-50.399234,M5V,0.244,2977,0.001951,13.44
Alpha Comae Berenices (Diadem) A,13.15192,26.188436,-50.399234,M5V,0.244,2977,0.001951,13.44
Eta Coronae Borealis C,29.304133,4.998437,-50.151505,M5V,0.244,2977,0.001951,13.44
Alpha Comae Berenices (Diadem) B,29.304133,4.998437,-50.151505,M5V,0.244,2977,0.001951,13.44
Eta Coronae Borealis A,29.304133,4.998437,-50.151505,M5V,0.244,2977,0.001951,13.44
WISE 0206+2640,58.056269,-0.706966,-6.287274,M8V,0.121,2544,0.00021,16.11
Gamma Coronae Australis A,58.056269,-0.706966,-6.287274,M5V,0.244,2977,0.001951,13.44
Gamma Coronae Australis B,-25.090034,-44.039151,-29.010401,M5V,0.244,2977,0.001951,13.44
Gliese 787,43.184986,32.905101,21.784426,M3V,0.327,3266,0.008618,11.67
HD 130948,43.184987,32.905101,21.784426,K5V,0.606,4366,0.195887,7.67
Tau6 Eridani,5.167363,-56.921228,-12.470853,M5V,0.244,2977,0.001951,13.44
Gliese 418,5.167363,-56.921228,-12.470853,M3V,0.327,3266,0.008618,11.67
Gliese 1079,45.989564,6.855408,-35.499485,M3V,0.327,3266,0.008618,11.67
Iota Centauri (Alhakim/Kulou),-45.705985,-28.23008,23.409089,M5V,0.244,2977,0.001951,13.44
Gliese 2037,35.701868,-15.062501,43.959728,M3V,0.327,3266,0.008618,11.67
Gliese 3317,12.795181,50.593021,26.876002,M3V,0.327,3266,0.008618,11.67
Gliese 18,46.146793,6.878845,-35.62085,M3V,0.327,3266,0.008618,11.67
WISE 2213+0911,17.474794,10.505293,55.045076,M8V,0.121,2544,0.00021,16.11
DG Canum Venaticorum,12.095199,-55.694498,14.30268,M5V,0.244,2977,0.001951,13.44
212 Puppis A,11.386736,-42.287159,39.237462,M5V,0.244,2977,0.001951,13.44
Gliese 1240,46.225408,6.890564,-35.681533,M3V,0.327,3266,0.008618,11.67
HR 4989,31.619298,-23.911374,-43.427022,G5V,0.907,5555,0.901599,5.33
Delta Geminorum (Wasat),31.619298,-23.911374,-43.427022,M5V,0.244,2977,0.001951,13.44
212 Puppis B,31.619298,-23.911374,-43.427022,M5V,0.244,2977,0.001951,13.44
HD 154345,-37.759731,45.20412,-0.01372,K5V,0.606,4366,0.195887,7.67
Rho Geminorum C,-56.447115,1.871691,-16.71616,M5V,0.244,2977,0.001951,13.44
Gliese 830,-56.447115,1.871691,-16.71616,M3V,0.327,3266,0.008618,11.67
HR 3220 (B Carinae) B,-56.447115,1.871691,-16.71616,G5V,0.907,5555,0.901599,5.33
HR 3220 (B Carinae) A,-56.447115,1.871691,-16.71616,G5V,0.907,5555,0.901599,5.33
Rho Geminorum A,-37.759731,45.204121,-0.01372,M5V,0.244,2977,0.001951,13.44
HD 87883,-37.759731,45.204121,-0.01372,K5V,0.606,4366,0.195887,7.67
Rho Geminorum B,-37.759731,45.204121,-0.01372,M5V,0.244,2977,0.001951,13.44
Gliese 3293,9.049409,-32.733264,-48.245638,M3V,0.327,3266,0.008618,11.67
HD 154088,19.791141,23.691812,-50.279308,K5V,0.606,4366,0.195887,7.67
HR 2208,-0.064945,-2.688918,-59.038763,G5V,0.907,5555,0.901599,5.33
70 Virginis,-0.064945,-2.688918,-59.038763,M5V,0.244,2977,0.001951,13.44
14 Herculis,-1.589281,-30.322676,-50.819775,M5V,0.244,2977,0.001951,13.44
Chi Cancri,-1.589281,-30.322676,-50.819775,M5V,0.244,2977,0.001951,13.44
Gliese 4008,-39.010794,-40.752632,-18.272136,M3V,0.327,3266,0.008618,11.67
Eta Corvi,17.93236,-10.329469,-55.678474,M5V,0.244,2977,0.001951,13.44
HIP 38939,-51.071344,28.268874,10.997663,M5V,0.244,2977,0.001951,13.44
Pi Mensae,17.93236,-10.329469,-55.678475,M5V,0.244,2977,0.001951,13.44
Epsilon Reticuli B,43.128149,40.165587,8.181585,M5V,0.244,2977,0.001951,13.44
Epsilon Reticuli A,-4.178396,44.0901,-39.734798,M5V,0.244,2977,0.001951,13.44
Beta Arietis (Sheratan),3.271804,17.751749,-56.800799,M5V,0.244,2977,0.001951,13.44
Psi Velorum A,-10.840111,-55.098608,-20.266359,M5V,0.244,2977,0.001951,13.44
WISE 2239+1617,-3.578884,10.123159,-58.726512,M8V,0.121,2544,0.00021,16.11
Gliese 1106,46.93294,6.996032,-36.227679,M3V,0.327,3266,0.008618,11.67
Psi Velorum B,-3.578884,10.123159,-58.726513,M5V,0.244,2977,0.001951,13.44
Gliese 1120,47.011554,7.00775,-36.288362,M3V,0.327,3266,0.008618,11.67
Gliese 3488,-49.667827,8.363288,32.236662,M3V,0.327,3266,0.008618,11.67
LQ Hydrae,29.424437,-34.051624,-39.379302,M5V,0.244,2977,0.001951,13.44
Gliese 131,47.090169,7.019469,-36.349045,M3V,0.327,3266,0.008618,11.67
HR 8314,34.300404,-38.817296,30.27705,G5V,0.907,5555,0.901599,5.33
Delta Equulei B,-33.46147,-44.720429,-21.918331,M5V,0.244,2977,0.001951,13.44
WISE 1436-1814,-33.46147,-44.72043,-21.918331,M8V,0.121,2544,0.00021,16.11
HD 53143,-33.46147,-44.72043,-21.918331,K5V,0.606,4366,0.195887,7.67
Gliese 339,-1.605312,46.648984,-37.859018,M3V,0.327,3266,0.008618,11.67
15 Leonis Minoris,43.305592,-41.55704,-3.106152,M5V,0.244,2977,0.001951,13.44
Gliese 2102,13.627299,-25.109,52.989384,M3V,0.327,3266,0.008618,11.67
Gliese 161,47.326013,7.054625,-36.531093,M3V,0.327,3266,0.008618,11.67
G 185-32,50.625296,27.344531,-18.371606,M5V,0.244,2977,0.001951,13.44
Gliese 315,55.668768,23.272826,2.742952,M3V,0.327,3266,0.008618,11.67
HD 156985,55.668768,23.272826,2.742952,K5V,0.606,4366,0.195887,7.67
Gliese 4134,55.668768,23.272826,2.742952,M3V,0.327,3266,0.008618,11.67
Gliese 509,55.668769,23.272826,2.742952,M3V,0.327,3266,0.008618,11.67
Gliese 106,47.561856,7.089781,-36.713142,M3V,0.327,3266,0.008618,11.67
Gliese 610,32.956405,46.803539,19.584537,M3V,0.327,3266,0.008618,11.67
HR 244,-16.393205,-17.292551,-55.718852,G5V,0.907,5555,0.901599,5.33
WISE 2301+0216,17.249623,51.738023,-26.648029,M8V,0.121,2544,0.00021,16.11
Theta Cygni B,26.731425,50.784168,-19.770919,M5V,0.244,2977,0.001951,13.44
Gliese 499,26.731425,50.784168,-19.770919,M3V,0.327,3266,0.008618,11.67
Gliese 254,-17.036214,58.121677,-5.317719,M3V,0.327,3266,0.008618,11.67
Mu Virginis,-0.979771,58.405687,17.222826,M5V,0.244,2977,0.001951,13.44
Kelu-1 B,-0.979771,58.405687,17.222826,M5V,0.244,2977,0.001951,13.44
Kelu-1 A,-0.979771,58.405687,17.222826,M5V,0.244,2977,0.001951,13.44
Theta Centauri (Menkent),-0.979771,58.405687,17.222826,M5V,0.244,2977,0.001951,13.44
Gliese 902.1,-0.979771,58.405687,17.222826,M3V,0.327,3266,0.008618,11.67
HD 152606,23.857311,-52.24915,20.240183,K5V,0.606,4366,0.195887,7.67
Gliese 1094,47.95493,7.148374,-37.016556,M3V,0.327,3266,0.008618,11.67
Tau Piscis Austrini,37.800709,-36.595828,-31.065443,M5V,0.244,2977,0.001951,13.44
HR 8148,37.800709,-36.595828,-31.065443,G5V,0.907,5555,0.901599,5.33
HD 206804,37.800709,-36.595828,-31.065443,K5V,0.606,4366,0.195887,7.67
HR 8061,-24.575656,-39.69806,-39.41207,G5V,0.907,5555,0.901599,5.33
Gliese 715,51.155735,-33.424576,3.365782,M3V,0.327,3266,0.008618,11.67
WISE 0150+3827,52.628616,-24.350883,-19.873432,M8V,0.121,2544,0.00021,16.11
HD 4747,40.915927,42.594526,-16.779549,K5V,0.606,4366,0.195887,7.67
Gliese 249,-58.275445,-19.203423,-2.271803,M3V,0.327,3266,0.008618,11.67
HD 170573,-7.438463,-57.811138,19.616103,K5V,0.606,4366,0.195887,7.67
Gliese 296,54.445407,5.78784,28.00801,M3V,0.327,3266,0.008618,11.67
Gliese 1054,48.38731,7.212826,-37.350312,M3V,0.327,3266,0.008618,11.67
Gliese 773,56.080561,-24.531862,-6.907851,M3V,0.327,3266,0.008618,11.67
HR 7683,56.080561,-24.531862,-6.907851,G5V,0.907,5555,0.901599,5.33
6 Ceti,56.080561,-24.531862,-6.907851,M5V,0.244,2977,0.001951,13.44
Gliese 4287,56.080561,-24.531862,-6.907851,M3V,0.327,3266,0.008618,11.67
Gliese 583,56.080561,-24.531862,-6.907851,M3V,0.327,3266,0.008618,11.67
WISE 2157+2659,-58.164422,6.271914,19.290494,M8V,0.121,2544,0.00021,16.11
Gliese 100,48.505232,7.230404,-37.441337,M3V,0.327,3266,0.008618,11.67
Eta Serpentis (Tang),18.785164,58.875204,0.260599,M5V,0.244,2977,0.001951,13.44
WISE 1711+3500,-27.544097,-51.409003,21.034189,M8V,0.121,2544,0.00021,16.11
Gliese 689,-27.544097,-51.409003,21.034189,M3V,0.327,3266,0.008618,11.67
HD 139477,44.927726,36.626172,-22.557991,K5V,0.606,4366,0.195887,7.67
110 Herculis,51.96698,-33.776956,-6.311907,M5V,0.244,2977,0.001951,13.44
WISE 1721+1117,12.237063,47.000687,-39.018966,M8V,0.121,2544,0.00021,16.11
HR 2643,12.237063,47.000688,-39.018966,G5V,0.907,5555,0.901599,5.33
HR 3625,-56.302413,11.233066,24.446196,G5V,0.907,5555,0.901599,5.33
Gliese 646,-46.311338,40.038914,12.079132,M3V,0.327,3266,0.008618,11.67
Gliese 1246,49.212764,7.335872,-37.987482,M3V,0.327,3266,0.008618,11.67
WISE 0049+0441,-13.696656,-38.026528,-47.803188,M8V,0.121,2544,0.00021,16.11
ADS 10075,-7.878897,46.873979,-40.737122,M5V,0.244,2977,0.001951,13.44
Gliese 576,-7.878897,46.873979,-40.737122,M3V,0.327,3266,0.008618,11.67
Gliese 3546,-33.731728,17.412513,-49.902554,M3V,0.327,3266,0.008618,11.67
HD 25457,-33.731728,17.412513,-49.902554,K5V,0.606,4366,0.195887,7.67
Gliese 825.3,-33.731728,17.412513,-49.902554,M3V,0.327,3266,0.008618,11.67
Rho Puppis (Tureis),32.427795,-14.301282,51.72235,M5V,0.244,2977,0.001951,13.44
Gliese 292.2,32.427795,-14.301282,51.72235,M3V,0.327,3266,0.008618,11.67
WD 0806-661 (Maru) A,-17.723302,23.582999,55.360451,M5V,0.244,2977,0.001951,13.44
WD 0806-661 (Maru) B,-17.723302,23.582999,55.360451,M5V,0.244,2977,0.001951,13.44
1 Centauri,-18.982457,49.783093,-33.243795,M5V,0.244,2977,0.001951,13.44
HD 189733 A,-18.982457,49.783093,-33.243795,K5V,0.606,4366,0.195887,7.67
HD 189733 B,-18.982457,49.783093,-33.243795,K5V,0.606,4366,0.195887,7.67
Gliese 1283,49.369994,7.35931,-38.108848,M3V,0.327,3266,0.008618,11.67
Beta Pictoris,-57.367745,18.613353,17.857629,M5V,0.244,2977,0.001951,13.44
WISE 0032-4946,-7.017013,35.576606,-51.395298,M8V,0.121,2544,0.00021,16.11
HD 43587 A,37.593339,10.960508,-49.35188,K5V,0.606,4366,0.195887,7.67
Gliese 710,37.593339,10.960508,-49.35188,M3V,0.327,3266,0.008618,11.67
WD 0806-661 A,27.526574,-54.959505,-13.810885,M5V,0.244,2977,0.001951,13.44
HD 43587 C,27.526574,-54.959505,-13.810885,K5V,0.606,4366,0.195887,7.67
HD 43587 B,27.526574,-54.959505,-13.810885,K5V,0.606,4366,0.195887,7.67
HD 43587 D,27.526574,-54.959505,-13.810885,K5V,0.606,4366,0.195887,7.67
WD 0806-661 B,37.593339,10.960508,-49.351881,M5V,0.244,2977,0.001951,13.44
Gliese 775.1,-33.839002,34.545212,40.535913,M3V,0.327,3266,0.008618,11.67
Gliese 45,-33.839003,34.545212,40.535913,M3V,0.327,3266,0.008618,11.67
Gliese 1126,49.605838,7.394466,-38.290897,M3V,0.327,3266,0.008618,11.67
Gliese 816.1,-22.358157,54.638915,-22.559737,M3V,0.327,3266,0.008618,11.67
Gliese 9126,-21.903358,2.956203,59.31605,M3V,0.327,3266,0.008618,11.67
Omicron Aquilae B,22.678151,-58.51594,-8.275038,M5V,0.244,2977,0.001951,13.44
Gliese 790,22.678151,-58.51594,-8.275038,M3V,0.327,3266,0.008618,11.67
Omicron Aquilae A,22.678151,-58.51594,-8.275038,M5V,0.244,2977,0.001951,13.44
HD 274255,22.678151,-58.51594,-8.275038,K5V,0.606,4366,0.195887,7.67
Gliese 894.5,-1.221109,30.999444,-55.405716,M3V,0.327,3266,0.008618,11.67
Alpha Chamaeleontis,-1.221109,30.999444,-55.405716,M5V,0.244,2977,0.001951,13.44
HR 6465,-1.221109,30.999444,-55.405716,G5V,0.907,5555,0.901599,5.33
WISE 0812+4021,54.733354,31.961802,5.259573,M8V,0.121,2544,0.00021,16.11
Gliese 571.1,54.733354,31.961802,5.259573,M3V,0.327,3266,0.008618,11.67
Gliese 59,14.993768,50.96457,-34.967979,M3V,0.327,3266,0.008618,11.67
HD 130004,5.003149,17.228585,-61.121472,K5V,0.606,4366,0.195887,7.67
c Ursae Majoris,-2.241618,-60.10265,-21.285831,M5V,0.244,2977,0.001951,13.44
Gliese 204.1,-2.241618,-60.10265,-21.285831,M3V,0.327,3266,0.008618,11.67
HIP 38594,-46.036965,-44.169223,-0.342921,M5V,0.244,2977,0.001951,13.44
Gliese 3859,-62.80845,10.988431,4.190833,M3V,0.327,3266,0.008618,11.67
Gliese 3383,-32.840994,48.416187,-25.948833,M3V,0.327,3266,0.008618,11.67
74 Orionis,-32.840994,48.416187,-25.948833,M5V,0.244,2977,0.001951,13.44
Alpha Trianguli (Mothallah) B,32.971625,15.276029,-52.804592,M5V,0.244,2977,0.001951,13.44
Eta Crucis,26.870236,-26.14332,-52.116765,M5V,0.244,2977,0.001951,13.44
HD 59747,26.870236,-26.14332,-52.116765,K5V,0.606,4366,0.195887,7.67
Gliese 906,26.870236,-26.14332,-52.116765,M3V,0.327,3266,0.008618,11.67
Gliese 3867,26.870236,-26.14332,-52.116765,M3V,0.327,3266,0.008618,11.67
45 Botis,-27.176183,-14.66974,56.398083,M5V,0.244,2977,0.001951,13.44
HD 217107,38.343951,-13.816474,49.73265,K5V,0.606,4366,0.195887,7.67
Gliese 81.2,-27.176184,-14.66974,56.398083,M3V,0.327,3266,0.008618,11.67
HD 220140,-10.293511,17.807739,-61.026945,K5V,0.606,4366,0.195887,7.67
Gliese 3678,-34.825222,45.722384,29.052151,M3V,0.327,3266,0.008618,11.67
Gliese 140.1,50.627828,7.546808,-39.079774,M3V,0.327,3266,0.008618,11.67
HD 189733 (V452 Vulpeculae) A,-19.80024,-59.604235,14.325572,K5V,0.606,4366,0.195887,7.67
HD 189733 (V452 Vulpeculae) B,-53.336576,-31.892614,17.271966,K5V,0.606,4366,0.195887,7.67
EQ Virginis,-53.336576,-31.892614,17.271966,M5V,0.244,2977,0.001951,13.44
DENIS-P J020529.0-115925,8.367207,-61.234763,-18.453827,M5V,0.244,2977,0.001951,13.44
Gliese 3634,8.367207,-61.234763,-18.453827,M3V,0.327,3266,0.008618,11.67
Nu- Canis Majoris,-29.238155,-49.027657,-30.455034,M5V,0.244,2977,0.001951,13.44
LHS 1678 (TOI-696),-9.317033,-58.411687,-26.438832,M5V,0.244,2977,0.001951,13.44
Gliese 586,-26.813027,8.655857,58.3539,M3V,0.327,3266,0.008618,11.67
Gliese 1164,50.942286,7.593682,-39.322506,M3V,0.327,3266,0.008618,11.67
HD 192263 (Phoenicia),-5.65871,-53.433726,-36.398157,K5V,0.606,4366,0.195887,7.67
WISE 0612-3036,-5.65871,-53.433726,-36.398157,M8V,0.121,2544,0.00021,16.11
HD 35112,3.507359,-12.019282,-63.680808,K5V,0.606,4366,0.195887,7.67
22 Lyncis,3.507359,-12.019282,-63.680808,M5V,0.244,2977,0.001951,13.44
WISE 0929+0409,3.507359,-12.019282,-63.680808,M8V,0.121,2544,0.00021,16.11
Gliese 530,9.311481,-61.257991,19.640641,M3V,0.327,3266,0.008618,11.67
HR 3430,-62.225502,17.991998,5.410627,G5V,0.907,5555,0.901599,5.33
HD 216520,-62.225502,17.991998,5.410627,K5V,0.606,4366,0.195887,7.67
GD 356,-62.225503,17.991998,5.410627,M5V,0.244,2977,0.001951,13.44
Aldebaran (Alpha Tauri),56.671751,-1.751792,31.988339,M5V,0.244,2977,0.001951,13.44
Gliese 268.2,37.65331,-2.794147,53.155065,M3V,0.327,3266,0.008618,11.67
GJ 1233,-60.718951,-12.871397,19.964371,M3V,0.327,3266,0.008618,11.67
Gliese 292.1,-60.718952,-12.871397,19.964371,M3V,0.327,3266,0.008618,11.67
GJ 1278,-0.301322,-62.872246,17.637455,M3V,0.327,3266,0.008618,11.67
Gliese 328,38.510962,49.677675,17.695323,M3V,0.327,3266,0.008618,11.67
Gliese 747.3,20.499909,41.987325,45.760007,M3V,0.327,3266,0.008618,11.67
Epsilon Scorpii (Larawag),-37.52429,52.788666,9.07989,M5V,0.244,2977,0.001951,13.44
Gliese 342,-37.52429,52.788666,9.07989,M3V,0.327,3266,0.008618,11.67
53 Aquarii B,49.141867,31.204338,-30.026924,M5V,0.244,2977,0.001951,13.44
53 Aquarii A,12.158242,-0.629342,64.358613,M5V,0.244,2977,0.001951,13.44
Gliese 456.1,32.643731,48.793159,29.274126,M3V,0.327,3266,0.008618,11.67
HD 110810,-8.04734,65.104489,-0.076777,K5V,0.606,4366,0.195887,7.67
RR Caeli B,19.457487,36.316937,51.111729,M5V,0.244,2977,0.001951,13.44
RR Caeli A,19.457487,36.316937,51.111729,M5V,0.244,2977,0.001951,13.44
81 Cancri A,42.90354,42.869618,-25.258109,M5V,0.244,2977,0.001951,13.44
81 Cancri D,42.90354,42.869618,-25.258109,M5V,0.244,2977,0.001951,13.44
81 Cancri B,42.90354,42.869618,-25.258109,M5V,0.244,2977,0.001951,13.44
HD 136923,42.90354,42.869618,-25.258109,K5V,0.606,4366,0.195887,7.67
81 Cancri C,42.90354,42.869618,-25.258109,M5V,0.244,2977,0.001951,13.44
Alpha Caeli B,-0.424628,-47.145524,45.755975,M5V,0.244,2977,0.001951,13.44
Gliese 762.2,-0.424628,-47.145524,45.755976,M3V,0.327,3266,0.008618,11.67
HD 149806,-0.424628,-47.145524,45.755976,K5V,0.606,4366,0.195887,7.67
Hamal (Alpha Arietis),-28.857502,45.405093,-38.058272,M5V,0.244,2977,0.001951,13.44
Gliese 765.4,-28.857502,45.405093,-38.058272,M3V,0.327,3266,0.008618,11.67
GJ 3620,-65.655723,-5.649712,-0.465697,M3V,0.327,3266,0.008618,11.67
GJ 3293,10.657095,63.24848,-15.171821,M3V,0.327,3266,0.008618,11.67
DENIS-P J1228.2-1547,62.285448,15.360052,-15.511021,M5V,0.244,2977,0.001951,13.44
Kappa Tucanae,53.838547,-3.693206,38.066425,M5V,0.244,2977,0.001951,13.44
Gliese 199,51.964277,7.746025,-40.111383,M3V,0.327,3266,0.008618,11.67
HR 8853,35.972472,-41.504263,36.77754,G5V,0.907,5555,0.901599,5.33
Gliese 836.8,64.106459,-15.656582,-5.260541,M3V,0.327,3266,0.008618,11.67
Gamma Doradus,-31.847921,1.609728,58.013436,M5V,0.244,2977,0.001951,13.44
WISE 0413-4750,-31.847921,1.609728,58.013436,M8V,0.121,2544,0.00021,16.11
GJ 2001,25.740878,59.358338,-14.480502,M3V,0.327,3266,0.008618,11.67
Gliese 840,25.740878,59.358338,-14.480502,M3V,0.327,3266,0.008618,11.67
Gliese 221 A,59.400603,18.962756,-22.531584,M3V,0.327,3266,0.008618,11.67
Gliese 221 B,59.400603,18.962756,-22.531584,M3V,0.327,3266,0.008618,11.67
GJ 3863,28.51719,-15.455259,57.938457,M3V,0.327,3266,0.008618,11.67
Tau Cygni B,28.51719,-15.455259,57.938457,M5V,0.244,2977,0.001951,13.44
Tau Cygni A,28.51719,-15.455259,57.938457,M5V,0.244,2977,0.001951,13.44
Gliese 558,28.51719,-15.455259,57.938457,M3V,0.327,3266,0.008618,11.67
HR 6349,38.245077,-42.519575,33.935967,G5V,0.907,5555,0.901599,5.33
9 Ceti,58.195626,-7.829115,31.212564,M5V,0.244,2977,0.001951,13.44
GJ 1069,-38.376346,-43.484622,32.739939,M3V,0.327,3266,0.008618,11.67
HD 114783,-38.376347,-43.484622,32.739939,K5V,0.606,4366,0.195887,7.67
Gliese 257.1,-38.376347,-43.484622,32.739939,M3V,0.327,3266,0.008618,11.67
DK Leonis,30.061065,42.733142,-41.30098,M5V,0.244,2977,0.001951,13.44
Sigma- Ursae Majoris B,5.266864,-61.402456,-25.512518,M5V,0.244,2977,0.001951,13.44
GJ 9714,5.266864,-61.402456,-25.512518,M3V,0.327,3266,0.008618,11.67
Sigma- Ursae Majoris A,-27.436753,32.090401,51.636429,M5V,0.244,2977,0.001951,13.44
HD 30501,-27.436753,32.090401,51.636429,K5V,0.606,4366,0.195887,7.67
HD 114613,58.509679,20.780245,24.638158,K5V,0.606,4366,0.195887,7.67
HR 8531,58.509679,20.780245,24.638158,G5V,0.907,5555,0.901599,5.33
Gliese 783.2,11.115278,-40.247564,52.142345,M3V,0.327,3266,0.008618,11.67
GJ 1262,11.115278,-40.247565,52.142346,M3V,0.327,3266,0.008618,11.67
GJ 1172,11.427273,-38.934005,53.18995,M3V,0.327,3266,0.008618,11.67
GJ 3358,11.427273,-38.934005,53.18995,M3V,0.327,3266,0.008618,11.67
HD 155712,-40.074977,51.646009,14.686252,K5V,0.606,4366,0.195887,7.67
HR 8843,-25.754783,-30.563211,-53.897971,G5V,0.907,5555,0.901599,5.33
Gliese 217,58.14776,-25.450585,-21.760417,M3V,0.327,3266,0.008618,11.67
WISE 0625+5646,22.032317,58.785335,-23.97293,M8V,0.121,2544,0.00021,16.11
WISE 0123+4142,34.111342,-15.796662,55.702081,M8V,0.121,2544,0.00021,16.11
Gliese 330.1,34.111342,-15.796662,55.702081,M3V,0.327,3266,0.008618,11.67
HD 332518,58.783923,20.309428,-25.715124,K5V,0.606,4366,0.195887,7.67
GJ 3593,58.783923,20.309428,-25.715125,M3V,0.327,3266,0.008618,11.67
CR Draconis,53.557899,-21.683115,34.700922,M5V,0.244,2977,0.001951,13.44
HD 24496,53.557899,-21.683115,34.700922,K5V,0.606,4366,0.195887,7.67
Gliese 808.2,-26.593991,-51.275887,-34.731874,M3V,0.327,3266,0.008618,11.67
94 Aquarii B,24.405005,25.186922,-57.790783,M5V,0.244,2977,0.001951,13.44
HIP 105533,24.405005,25.186922,-57.790783,M5V,0.244,2977,0.001951,13.44
GJ 1108,24.405006,25.186922,-57.790783,M3V,0.327,3266,0.008618,11.67
94 Aquarii A,-41.66467,48.00017,23.017362,M5V,0.244,2977,0.001951,13.44
GJ 1084,-66.395129,-11.149408,7.118107,M3V,0.327,3266,0.008618,11.67
Gliese 30,-66.395129,-11.149408,7.118107,M3V,0.327,3266,0.008618,11.67
Gliese 53.1,-39.675533,-50.054103,-22.443905,M3V,0.327,3266,0.008618,11.67
GJ 1008,-39.675533,-50.054103,-22.443905,M3V,0.327,3266,0.008618,11.67
Gliese 544,30.620692,33.81428,-50.157828,M3V,0.327,3266,0.008618,11.67
HD 104067,2.964982,-37.300754,56.659268,K5V,0.606,4366,0.195887,7.67
GJ 1280,2.964982,-37.300754,56.659268,M3V,0.327,3266,0.008618,11.67
Gliese 533,52.620075,-12.217787,41.301977,M3V,0.327,3266,0.008618,11.67
17 Cygni B,52.620075,-12.217787,41.301977,M5V,0.244,2977,0.001951,13.44
HR 7330,52.620075,-12.217787,41.301977,G5V,0.907,5555,0.901599,5.33
